PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,category,date_display,sin_axis,cos_axis,predicted
87,9/20/24,1:38:04 PM,32.0,2.0,Sophia Voyles,voyleso10,,Georgia tech,Ella Edgmon,edgmoel10,,Georgia tech,,1.0,Top,0.0,0.0,1.0,Riseball,,StrikeCalled,,,,,,,59.52983034394943,4.354787703611735,2.4162893394030385,1687.926513671875,131.28864845382392,10:30,1.887063540638168,0.7979217788472984,5.624084095212122,-28.18228288,6.606674036194992,-5.551317026,2.9258182505809063,0.5315885794549857,55.45531976,-2.668521917,-1.16422767,0.4301316124824021,,,,,,,,,,,,7.462288182,5.568999243156448,-0.211753019,49.99999999999998,0.6518791681330168,-4.511716135,-89.23304177,10.611718287216869,5.872094364522852,15.717906551229506,-27.79178931,Georgia Tech,Georgia Tech,,,,d96481eb-9f00-48e4-b672-d385a84d84fa,e369e998-d279-4a0d-b6fe-b17905c22bc7,59.631848018650246,1.8840167823905167,0.7988312906908782,4.405728368557244,2.400522789666552,55.53698145967241,2.9284124203361346,0.5310936260656421,-2.612302843,-1.174666991,0.4300118871961628,-5.459350221,5.327233054050773,-57.64556738,,903.3025215483616,-1425.882348,53.51551233017477,-0.353123614,-0.844753807,0.4021128193944241,,,,,,,,,,,,,,,,,1.0,1.0,,,high,high,,,37.37591728078788,Reese Hunter,huntere10,Georgia tech,2022-11,Scrimmage,9/20/24 - Scrimmage,0.7513948795136407,-0.6598528131641794,False
88,9/20/24,1:38:24 PM,32.0,3.0,Sophia Voyles,voyleso10,,Georgia tech,Ella Edgmon,edgmoel10,,Georgia tech,,1.0,Top,0.0,0.0,2.0,Riseball,,InPlay,,LineDrive,Single,0.0,0.0,,63.65685742220658,6.337103595083148,-0.856253827,1838.5786895751955,124.95116432959072,10:15,1.486775840891811,0.98822226507605,2.7532713990452424,-30.70488462,7.433718348883641,-7.659206934,3.299577361367686,0.2510107060253762,56.96147530087636,-1.970039344,-1.257034198,0.444481728,45.21848879309464,35.44846063,-25.35486669,2295.4509730747764,-58.01207805,93.45907552709389,7.589978664,118.78097967341974,,-32.16340145,2.620368834552494,7.821473292280921,5.223700160728174,-0.24763185,49.99999999999999,0.6838555002641112,-1.843943091,-93.0969741,12.378532612611316,6.679301749678203,17.486774555228596,-27.71316756,Georgia Tech,Georgia Tech,,,,d96481eb-9f00-48e4-b672-d385a84d84fa,f44afa12-485a-4a89-a89e-30fae6009a48,63.79219539796176,1.4833894085593804,0.9883206484811028,6.384334605833399,-0.857896697,57.05761850294651,3.3026190519672625,0.2509796749689635,-1.906536743,-1.25755964,0.4443491414062853,-7.629383058,5.907886289786315,-54.51605925,,1067.2484870146202,-1497.114646,58.04747401163497,-0.332541225,-0.814278255,0.4757806820805075,-15.77432865,33.288308285802785,26.225384951305504,0.079604609,0.1675937850108488,3.24608195322712,-63.23134987,100.55206375847264,-15.64928603,0.2318264300408748,0.237139301335433,0.7489823607586433,-0.120920669,0.6514626735332333,,,1.0,1.0,1.0,19.39527690013673,high,high,,,40.24672997695476,Reese Hunter,huntere10,Georgia tech,2022-11,Scrimmage,9/20/24 - Scrimmage,0.8196406306760956,-0.5728780293787608,False
89,9/20/24,1:39:14 PM,33.0,1.0,Sophia Voyles,voyleso10,,Georgia tech,Grace Connelly,connegr10,,Georgia tech,,1.0,Top,0.0,0.0,0.0,Riseball,,BallCalled,,,,,,,60.90370381568293,5.566497648245393,-1.361629342,1772.0113718133216,108.56665647262514,9:30,1.8286775132399111,0.901979049,5.294151085939423,-31.32711378,4.292351822004505,-6.379148355,3.378417740060147,-0.646207593,55.2912194662116,-1.929082735,-2.987795902,0.4254210162914872,,,,,,,,,,,,6.912980713586473,2.7885525222183976,-1.137698427,50.00000000000003,0.3667201695994943,1.3396426703641675,-91.17573333,12.746547177191912,5.660217103,16.81768216145302,-29.89083583,Georgia Tech,Georgia Tech,,,,d96481eb-9f00-48e4-b672-d385a84d84fa,9b625fe9-18df-4ec4-8172-89fc85c97df4,61.00493872368055,1.824814795915974,0.9027885680257856,5.629778753153487,-1.375492685,55.36672300366781,3.381800486994245,-0.646787967,-1.856202908,-2.999988449,0.4253108031622279,-6.270860395,2.8318579753592785,-60.8846148,,862.2075412458607,-1548.102858,48.656998197678206,-0.154927628,-0.873641604,0.4612458970814829,,,,,,,,,,,,,,,,,1.0,1.0,,,high,high,,,37.70585029006058,Reese Hunter,huntere10,Georgia tech,2022-11,Scrimmage,9/20/24 - Scrimmage,0.9479538692616933,-0.318407697381493,False
91,9/20/24,1:40:23 PM,33.0,3.0,Sophia Voyles,voyleso10,,Georgia tech,Grace Connelly,connegr10,,Georgia tech,,1.0,Top,0.0,1.0,1.0,Riseball,,BallCalled,,,,,,,62.66692611371318,7.301510061221026,-1.758622379,1773.8452284071177,110.63682280772012,9:45,1.7751252554055417,0.5724430907175118,5.999999999999997,-27.19716177,4.740638721815873,-6.087763221,4.379147241378425,-1.607408609,57.326008772332656,0.0509697450853571,-4.539316495,0.4067489949960374,,,,,,,,,,,,6.533379295098908,2.544985996,-0.910347647,50.0,-0.165440199,2.0047609927997647,-93.64252121,15.899677482680094,5.635587482074508,17.902791813284924,-29.97878576,Georgia Tech,Georgia Tech,,,,d96481eb-9f00-48e4-b672-d385a84d84fa,29d0fd42-17d6-460c-ba05-6ae560d49706,62.76971564944144,1.7721932042332562,0.5729068797466033,7.353289241829875,-1.767235345,57.40778827894551,4.381906963743786,-1.607664279,0.111320095851633,-4.544686225,0.4066455946612766,-6.031218341,3.446979478045388,-59.01882349,,913.0982414052384,-1520.782199,51.47564324003536,-0.181422385,-0.857336466,0.4817261702253826,,,,,,,,,,,,,,,,,1.0,0.0,,,high,high,,,37.00000137600001,Reese Hunter,huntere10,Georgia tech,2022-11,Scrimmage,9/20/24 - Scrimmage,0.9358332211198449,-0.35244316172746976,False
96,9/20/24,1:42:17 PM,34.0,2.0,Sophia Voyles,voyleso10,,Georgia tech,Reese Hunter,huntere10,,Georgia tech,,1.0,Top,0.0,1.0,0.0,Riseball,,Foul,,,,,,,60.72718505468019,3.750529952299728,-1.411197254,1334.2906494140625,131.9280484701463,10:30,1.721833553241637,0.6023017735446895,5.999999999999997,-26.41792757,7.133008574106135,-6.000708725,2.407571826469359,-1.319368094,56.10246939274274,-2.748651909,-5.188071771,0.4168922710682293,,,,,,,,,,,,6.505675519262049,6.992162611252497,-0.862604699,50.00000000000004,0.6054512269022628,1.4177649744777503,-91.26918391,9.641685492512416,5.341387452258326,16.767188683488992,-26.43323919,Georgia Tech,Georgia Tech,,,,d96481eb-9f00-48e4-b672-d385a84d84fa,e573df83-728c-4ab8-9a00-e4f7a5606053,60.82921239221309,1.7194595068774674,0.6023957083025427,3.7907659443213353,-1.412959942,56.18512168030561,2.409729226106736,-1.319303476,-2.701489437,-5.1866201,0.416778353,-5.988395977,5.933671360270877,-51.47444754,,831.0810663369285,-1043.856215,62.286359175333175,-0.416195486,-0.782330458,0.4634008750333758,,,,,,,,,,,,,,,,,1.0,0.0,,,high,high,,,37.00000137600001,Reese Hunter,huntere10,Georgia tech,2022-11,Scrimmage,9/20/24 - Scrimmage,0.743984527541454,-0.6681968443347509,False
98,9/20/24,1:43:15 PM,35.0,1.0,Sophia Voyles,voyleso10,,Georgia tech,Addison Leschber,leschad10,Left,Minnesota,,1.0,Top,0.0,0.0,0.0,Riseball,,BallCalled,,,,,,,61.16120418321878,2.391790211222167,2.5304656433561914,996.3425903320316,158.74831388524763,11:15,1.7987653077876096,0.9807436561895064,5.999999999999997,-24.87249885,8.091951236055763,-2.927036671,1.7146531305321182,1.5102770203492355,56.63417152497574,-3.818777309,0.0296558025291376,0.413232470863593,,,,,,,,,,,,4.296905840741314,8.622774410949365,-0.376897888,50.00000000000003,1.0060269287356467,-4.471407561,-91.91478239,7.321408704946759,3.5900452400437906,16.590402483458725,-24.96976088,Georgia Tech,Georgia Tech,,,,d96481eb-9f00-48e4-b672-d385a84d84fa,f42089da-fe07-42c7-b208-a12fb3024b64,61.26526682508617,1.7970082720376273,0.9815078431135542,2.421818096273729,2.5167763807070163,56.71898863728323,1.716369113246033,1.5097758935248418,-3.78063836,0.0188026792215102,0.4131145696444095,-2.841499746,7.040825397771323,-47.87134526,,668.3442245747144,-738.9279767,67.07976062249718,-0.625181493,-0.74164046,0.243140966590624,,,,,,,,,,,,,,,,,1.0,0.0,,,high,high,,,37.00000137600001,Reese Hunter,huntere10,Georgia tech,2022-11,Scrimmage,9/20/24 - Scrimmage,0.3624654654910611,-0.9319972029605821,False
99,9/20/24,1:43:36 PM,35.0,2.0,Sophia Voyles,voyleso10,,Georgia tech,Addison Leschber,leschad10,Left,Minnesota,,1.0,Top,0.0,1.0,0.0,Riseball,,Foul,,,,,,,62.701842667032096,4.397218228040886,-1.331651974,1720.0254516601565,125.33419981040932,10:15,1.7750004365463226,1.0387808577614857,5.999999999999997,-26.30209678,6.248229533979195,-6.626480029,2.800801512147353,0.3118036523834394,56.74408579383311,-2.367847588,-1.221498356,0.4041782075518165,41.894814555514586,53.20466498874629,-117.9075842,,,,,93.38605609524396,,-117.1978125,2.9316731579879387,7.325319354508351,6.097465989860324,-1.274272514,49.99999999999997,0.5258519201334584,1.2356732483949997,-94.17918723,10.806841226258769,6.3989399809380725,17.955113421853365,-26.84768537,Georgia Tech,Georgia Tech,,,,d96481eb-9f00-48e4-b672-d385a84d84fa,8ca4ddc8-f207-426f-8b34-a716419c0101,62.804253035398105,1.7726580718469445,1.0387048149437608,4.437304266200612,-1.330432239,56.82340964796942,2.803186299505428,0.3118316122263772,-2.31416246,-1.220801972,0.404071200075549,-6.613146084,5.057958675261002,-53.38164943,,1025.964156746588,-1380.537976,59.64819624,-0.344972166,-0.802626481,0.4866055243572724,-22.17499846,-11.74481575,33.548535483660665,-0.132427879,1.3058896367158248,2.517316871964817,-83.06071701,-42.68340149,,,,,,,,,1.0,0.0,,4.6757189533488805,high,high,,,37.00000137600001,Reese Hunter,huntere10,Georgia tech,2022-11,Scrimmage,9/20/24 - Scrimmage,0.8157925219015972,-0.5783446733647954,False
100,9/20/24,1:44:03 PM,35.0,3.0,Sophia Voyles,voyleso10,,Georgia tech,Addison Leschber,leschad10,Left,Minnesota,,1.0,Top,0.0,1.0,1.0,Riseball,,BallCalled,,,,,,,62.492944012765165,3.616998235634124,3.5248295644542904,1578.516339111328,136.99094722277516,10:30,1.719342685746331,0.8052085114560046,5.504681837987546,-24.40766673,7.377967072563379,-5.871965796,2.398183683,1.5352738727158153,58.231881420858144,-2.605506207,1.0101385917230763,0.4110740726293296,,,,,,,,,,,,8.083667871500497,6.997799352906725,0.0194590294680414,49.999999999999964,0.6986080885194599,-6.57176992,-93.62596327,9.312945292889625,7.008790452994795,17.193594763343075,-26.10674078,Georgia Tech,Georgia Tech,,,,d96481eb-9f00-48e4-b672-d385a84d84fa,69dfa62b-0574-4453-a245-e7efea6f14a9,62.60093062166946,1.7169704777751953,0.80539496,3.655346375403767,3.5216208121296453,58.31750066761752,2.400222004566265,1.5352867300815982,-2.561449301,1.0104881835209112,0.4109568963502075,-5.857240541,6.286995849360796,-50.92728295,,994.9486259487832,-1225.475852,63.03061940485956,-0.460908843,-0.776346638,0.4299406199962847,,,,,,,,,,,,,,,,,1.0,1.0,,,high,high,,,37.49531953801245,Reese Hunter,huntere10,Georgia tech,2022-11,Scrimmage,9/20/24 - Scrimmage,0.682113905996515,-0.7312459362254108,False
101,9/20/24,1:44:27 PM,35.0,4.0,Sophia Voyles,voyleso10,,Georgia tech,Addison Leschber,leschad10,Left,Minnesota,,1.0,Top,0.0,2.0,1.0,Riseball,,Foul,,,,,,,62.138910337116144,3.958103327855285,0.1737120221803979,1613.5614972795763,126.21914581528672,10:15,1.7768632645524576,0.8011844141204622,5.116354778607138,-27.68545898,6.3087355382727175,-6.448918,2.420518683036031,0.5326536601361123,56.87559029574173,-2.899019558,-1.147480881,0.4177593614430362,,,,,,,,,,,,7.385803251740717,5.696366814346954,-0.710083868,50.0,0.7125431909233805,-1.10874012,-93.20486625,9.88284352223586,6.329926011094593,17.366231344894004,-27.29203754,Georgia Tech,Georgia Tech,,,,d96481eb-9f00-48e4-b672-d385a84d84fa,ec23f0eb-706e-41b9-ae90-dabeb1e12a75,62.245563631841314,1.773929257257646,0.8014438831591879,4.005478336081919,0.1692700503132941,56.95750522484831,2.423172011825488,0.5325160470434058,-2.841945119,-1.150294158,0.4176430416334002,-6.409473443,5.033872574796376,-55.46401624,,914.766251426228,-1329.204052,56.69236982714949,-0.334981203,-0.823770308,0.4573730135702323,,,,,,,,,,,,,,,,,1.0,1.0,,,high,high,,,37.88364659739286,Reese Hunter,huntere10,Georgia tech,2022-11,Scrimmage,9/20/24 - Scrimmage,0.8067629117723002,-0.5908752864934188,False
104,9/20/24,1:46:10 PM,36.0,2.0,Sophia Voyles,voyleso10,,Georgia tech,Emma Simon,,Right,Georgia tech,,1.0,Top,0.0,0.0,1.0,Riseball,,InPlay,,FlyBall,Out,1.0,0.0,,60.818851904994695,4.334174388626025,-1.099996096,1796.7250258501838,138.1805085935806,10:30,1.7538044857947943,0.8152485450285565,5.583022670490329,-25.83742494,8.852962570128788,-6.146405762,2.5871395743724395,-0.35666421,55.59897375191427,-2.439604244,-2.425943562,0.4216534179796338,49.86669505,59.776574544547934,-10.37063163,2901.895361328125,-14.11458909,109.09068876281772,0.3329527754543258,110.15574862237682,,-7.369388982,4.081832944596694,6.685574693400804,8.599640919,-1.000194638,49.99999999999999,0.5675108586100404,0.9412237231688364,-91.28136112,10.248568911412624,5.487407309732615,16.841297544176314,-25.1156089,Georgia Tech,Georgia Tech,,,,d96481eb-9f00-48e4-b672-d385a84d84fa,d0ec499c-e8da-4bfa-adfa-88391f19dc9a,60.93009644939065,1.751899541467725,0.815305858,4.364977555,-1.101083122,55.68682514150118,2.589121803278164,-0.356648992,-2.396453591,-2.425548983,0.4215274024922407,-6.131049728,7.636091421219188,-49.81030554,,1159.4631160496403,-1372.540018,64.53202907334135,-0.480924436,-0.763912117,0.43029055768786,-4.518656705,24.69149873976152,43.08826878281831,0.1135361506891441,4.0651557758450565,3.6698477138068575,-14.12921136,109.245843586193,6.519732735723054,-6.943641775,0.3671327193035263,0.956765297665552,0.1610781374660035,-0.242185877,,,1.0,1.0,1.0,21.284933380933023,high,high,,,37.41697870550967,Reese Hunter,huntere10,Georgia tech,2022-11,Scrimmage,9/20/24 - Scrimmage,0.6667860345733594,-0.7452492093910162,False
