PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,HitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUUID,yt_RelSpeed,yt_RelHeight,yt_RelSide,yt_VertRelAngle,yt_HorzRelAngle,yt_ZoneSpeed,yt_PlateLocHeight,yt_PlateLocSide,yt_VertApprAngle,yt_HorzApprAngle,yt_ZoneTime,yt_HorzBreak,yt_InducedVertBreak,yt_OutOfPlane,yt_FSRI,yt_EffectiveSpin,yt_GyroSpin,yt_Efficiency,yt_SpinComponentX,yt_SpinComponentY,yt_SpinComponentZ,yt_HitVelocityX,yt_HitVelocityY,yt_HitVelocityZ,yt_HitLocationX,yt_HitLocationY,yt_HitLocationZ,yt_GroundLocationX,yt_GroundLocationY,yt_HitBreakX,yt_HitBreakY,yt_HitBreakT,yt_HitSpinComponentX,yt_HitSpinComponentY,yt_HitSpinComponentZ,yt_SessionName,Note,yt_PitchSpinConfidence,yt_PitchReleaseConfidence,yt_HitSpinConfidence,yt_EffectiveBattingSpeed,yt_ReleaseAccuracy,yt_ZoneAccuracy,yt_SeamLat,yt_SeamLong,yt_ReleaseDistance,Catcher,CatcherId,CatcherTeam,yt_AeroModel,category,date_display,sin_axis,cos_axis,predicted
49,09/15/2024,1:23:07 PM,2.0,2.0,Kinsey Norton,nortoki10,,Georgia tech,Brionna Condon,condobr10,Right,Georgia tech,,2.0,Top,0.0,1.0,0.0,Dropball,,BallCalled,,,,,,,64.79367062591479,8.463507342515854,-1.725988578150086,977.7579345703124,17.813393005417378,6:30,1.47059380960256,1.1341759054957836,5.999999999999997,-36.37856559084848,-6.7038880013633815,-2.1944846894541192,3.770684142587593,0.4626129903955698,59.49745224880616,-2.38202437906291,-0.8394000800195885,0.3936719418756593,,,,,,,,,,,,1.8434339205798904,-10.62370362361852,-1.504994453631307,50.00000000000001,-0.8307801643104064,2.599369550103724,-96.42658294223932,19.716127013407284,1.6969416117470324,18.11097245254581,-41.95351851543956,Georgia Tech,Georgia Tech,,,,8a2cd80c-2ad5-4f28-ad40-b0a4462d1bce,3601167b-375c-45d3-94cd-894089d36ee5,64.85612729611105,1.4643243805050845,1.135631836200377,8.572884245539019,-1.7521669749708912,59.52649842959046,3.775657666899016,0.4616075830966887,-2.2742259901341284,-0.8610735883944489,0.3936290931582918,-2.031581123282398,-8.143382920662136,-41.014174855218776,,737.7645560992396,-641.6494669045514,75.45472452989699,0.7183726732266157,-0.6562457273093183,0.2308294776442337,,,,,,,,,,,,,,,,,1.0,0.0,,,high,high,,,37.00000137600001,Caroline Patterson,,Georgia tech,2022-11,Scrimmage,09/15/2024 - Scrimmage,0.3059178587985879,0.9520579098290646,False
50,09/15/2024,1:23:26 PM,2.0,3.0,Kinsey Norton,nortoki10,,Georgia tech,Brionna Condon,condobr10,Right,Georgia tech,,2.0,Top,0.0,2.0,0.0,Dropball,,Foul,,,,,,,63.49640920040083,6.718304667683428,-1.0041786233830898,1020.1013613100404,6.713378507123739,6:15,1.4531219377518827,1.1177980629877318,5.999999999999997,-38.51661771823841,-8.27994547528495,-1.0399539160777282,2.5450333344750424,0.6544696714241897,59.049803261692006,-4.627030427810675,-0.7891240348920808,0.3957660337887349,57.73801999878003,-12.607030515738764,-57.82394896591301,2809.823215060764,,,,13.068384334609142,,-48.35989389610072,0.1316850197293846,1.0413686735303886,-11.80540782303244,-1.1533862953788696,49.999999999999964,0.171695064327826,0.6833275357719198,-95.99607348440028,15.892566952389876,0.9485748201765392,18.162639238910742,-42.927505962673806,Georgia Tech,Georgia Tech,,,,8a2cd80c-2ad5-4f28-ad40-b0a4462d1bce,6410dc0b-c46b-44ec-aa68-fcfa381950d0,63.541551750020176,1.4458566057594355,1.119434729124341,6.841471382300354,-1.0325448433084743,59.06302615490739,2.550320978895756,0.6533675034610579,-4.51308911194645,-0.8129034916408634,0.3957383537927607,-0.8649102078435313,-9.81198366610571,-31.64522854281101,,868.4255895421392,-535.2044308252551,85.13130385659763,0.8454759085286426,-0.5246580890137544,0.0995207402007329,-47.6921086750324,30.005490867966166,-12.602072896187432,-0.6568953663669456,3.0751270623504694,2.699040107853464,-9.766437090235817,8.683281388940694,0.1019777525955391,-0.2142107924413412,-0.0194016612221458,-0.3338994772488917,-0.2457079637586844,0.9100212830689608,,,1.0,0.0,1.0,26.54035620327184,high,high,,,37.00000137600001,Caroline Patterson,,Georgia tech,2022-11,Scrimmage,09/15/2024 - Scrimmage,0.1169026382684965,0.9931433799637719,False
51,09/15/2024,1:23:56 PM,2.0,4.0,Kinsey Norton,nortoki10,,Georgia tech,Brionna Condon,condobr10,Right,Georgia tech,,2.0,Top,0.0,2.0,1.0,Dropball,,InPlay,,LineDrive,Sacrifice,1.0,1.0,,56.92779501893445,7.249413169678936,-1.5100462251352378,845.271010178786,2.4660254643713606,6:00,1.4818997295853624,0.9373564583384644,5.959547652790703,-43.04778353837229,-5.880943936864249,-0.4485358034646435,2.605667426068908,-0.0564543638953905,53.36513573206265,-5.0166250036588735,-1.636216834568205,0.4474758998077457,67.11106751807498,24.01362059468729,-30.16664592210613,1067.643814890008,-60.60658445729912,91.79783174043024,29.072427405019354,199.7379436201659,,-36.81998121713723,2.8498805846278006,0.0380151884668659,-9.46284943558798,-1.274183826490756,49.99999999999999,-0.6100293456881984,2.1784743111103584,-84.99848271660069,16.549660749611498,0.0271464039297908,14.246138435513236,-38.931410090188045,Georgia Tech,Georgia Tech,,,,8a2cd80c-2ad5-4f28-ad40-b0a4462d1bce,53c16e57-995b-4840-af92-a7ac8a01626e,56.97712337715575,1.4745459536717485,0.9342711982684022,7.374211579801636,-1.456587665355984,53.38214343576066,2.61103080449467,-0.0543537920233517,-4.900783328363153,-1.5907132805798443,0.4474322428656114,-0.7836897675853844,-7.598459219664132,48.86402353295695,,556.0600791269317,636.616265147236,65.78482787541921,0.6572390525824013,0.7531504777533815,0.0283052224941076,-30.80554217980748,53.00016549816682,27.311104181095416,-0.0389368371539191,3.2081868677064054,2.7536367942712374,-119.7035103883815,159.8947019832465,-32.56879717004545,6.929416728007076,0.4560229142044787,0.7480364503931946,-0.0167213070540304,0.663446958523102,,,1.0,1.0,1.0,38.17505491310286,high,high,,,37.040453723209296,Caroline Patterson,,Georgia tech,2022-11,Scrimmage,09/15/2024 - Scrimmage,0.04302697659665694,0.9990739108218925,False
213,9/28/24,12:51:24 PM,1.0,2.0,Kinsey Norton,nortoki10,,Georgia tech,Saviya Morgan,,Left,Tennessee fall 24-25,Windup,6.0,Bottom,0.0,0.0,1.0,Dropball,,BallCalled,,,,,,,64.02619185,5.225436187,3.120147868,1200.36518,24.54334808,6:45,1.099662831,-0.269865683,6.0,-37.09513748,-6.744426299,-3.436436777,1.267498069,1.383438714,58.98466511,-5.110304382,2.161058825,0.396511656,,,,,,,,,,,,5.115342821,-9.728472413,1.01287646,50.0,-0.462037649,-5.727729005,-95.89502866,14.1849285,4.642401816,18.33617995,-41.00307231,Tennessee Fall 24-25,Georgia Tech,,Softball,,24604c2a-7217-46d8-9bd9-8f0cb78fe40e,abda9046-d9a7-4aed-92a1-4b042b4d4779,64.08209749,1.092658753,-0.268351167,5.347537772,3.093300676,59.00709882,1.272720387,1.382396473,-4.999134684,2.138874527,0.396469741,-3.266448269,-8.272285966,-47.84812292,,805.5628429,-889.9129574,67.10981427,0.610462592,-0.74136852,0.2787618,,,,,,,,,,,,,,,,,1.0,0.0,,,high,high,,,37.0,Reese Hunter,huntere10,Georgia tech,2022-11,Game,9/28/24 - Game,0.4153815703211855,0.9096472673720875,False
55,9/29/24,1:26:54 PM,2.0,4.0,Kinsey Norton,nortoki10,,Georgia tech,Macie Hester,,Right,Middle tennessee state,,3.0,Top,0.0,2.0,1.0,Dropball,,Foul,,,,,,,65.29999525210107,7.410433037023318,-2.566879551,1008.6842173700744,21.97602911176458,6:45,1.3500873437704042,0.9864044173892478,5.999999999999997,-32.80864989,-4.41079002,-2.116768134,2.5544932,-0.03197163,60.851388835113134,-3.649219931,-0.874339204,0.3900465882374334,,,,,,,,,,,,1.2190670787235982,-7.417739382,-1.551080365,49.99999999999999,-0.677861875,4.098849047361386,-97.4085511,17.643493999693856,1.1432491902472115,18.71416452978709,-39.13045477,Georgia Tech,Middle Tennessee State,,,,4f8339ba-2f7c-4672-b65a-06ae10905ee1,a04778b0-dcd7-4eb8-86c2-45cf9035f26f,65.37380096,1.3450792768719508,0.9882066245076732,7.501279467835036,-2.600477288,60.89306795199412,2.558746552868462,-0.033219501,-3.556705681,-0.901334854,0.3899890774050654,-1.913233317,-5.749816974,-56.66749061,,554.2689068152841,-842.7513449,54.94969558068631,0.509570781,-0.835495718,0.2056320111112657,,,,,,,,,,,,,,,,,1.0,0.0,,,high,high,,,37.00000137600001,Caroline Patterson,,Georgia tech,2022-11,Game,9/29/24 - Game,0.37421865387647607,0.92734049792451,False
56,9/29/24,1:27:17 PM,2.0,5.0,Kinsey Norton,nortoki10,,Georgia tech,Macie Hester,,Right,Middle tennessee state,,3.0,Top,0.0,2.0,2.0,Dropball,,Foul,,,,,,,64.44743800709425,6.945933382382559,-1.954625463,962.4678223,13.209670491688712,6:30,1.4787609598011529,1.1284531979187464,5.999999999999997,-36.44930506,-6.393752922,-1.570623427,2.940615972541566,0.5686854109533055,59.93669545008108,-3.58853363,-0.630455631,0.3894544662487109,,,,,,,,,,,,1.8511297046075537,-9.899467073,-0.835516501,50.00000000000003,0.1201823856694857,0.052101816,-97.52743189,16.25699580467988,1.741232651237451,18.68064259406587,-41.48580946,Georgia Tech,Middle Tennessee State,,,,4f8339ba-2f7c-4672-b65a-06ae10905ee1,5e28e43a-7c11-4fc5-bcfd-c569d561b2e1,64.50811096833402,1.4720875234907356,1.1302917061743558,7.056596370983856,-1.98582061,59.96469611153975,2.9454731356021853,0.5675220629846717,-3.484092131,-0.655385233,0.389412995742301,-1.376965019,-7.820924425,-42.8306005,,705.8420235693582,-654.3174663,73.33668796405306,0.7139622468558497,-0.679833082,0.1675854713817251,,,,,,,,,,,,,,,,,1.0,0.0,,,high,high,,,37.00000137600001,Caroline Patterson,,Georgia tech,2022-11,Game,9/29/24 - Game,0.22851518937406798,0.9735403475076592,False
60,9/29/24,1:28:52 PM,3.0,2.0,Kinsey Norton,nortoki10,,Georgia tech,Jana Want,,Right,Middle tennessee state,,3.0,Top,1.0,1.0,0.0,Dropball,,StrikeCalled,,,,1.0,,,64.95199858416302,6.867922132891813,-1.108641004,896.0510113055889,349.2389001715229,5:45,1.322505549671689,1.0825301861678978,6.106480429156496,-33.472893,-4.651857612,1.1045101549580836,1.954120289225506,0.7393387032404639,60.29983073979844,-4.773020362,-0.254820276,0.3900349898255794,,,,,,,,,,,,-2.106318983,-7.850544877,-1.35119064,50.000000000000014,-0.60499664,2.098568515035768,-97.08900835,16.793437220427773,-1.963996983,18.47806190726864,-39.4941405,Georgia Tech,Middle Tennessee State,,,,4f8339ba-2f7c-4672-b65a-06ae10905ee1,a3ac4040-2b4c-4135-ae30-49168ffe76d6,65.02216326147834,1.3171493233259493,1.085361694774782,6.959901480825239,-1.158560452,60.33708030796694,1.9582786020520968,0.7373869252451788,-4.682721597,-0.297150965,0.389978958501845,1.4107944405265698,-5.985740813,-55.04229648,,513.4117498898519,-734.3812293,57.29715645784347,0.5628954265966621,-0.819575247,-0.10698202,,,,,,,,,,,,,,,,,1.0,1.0,,,high,high,,,36.89352094684351,Caroline Patterson,,Georgia tech,2022-11,Game,9/29/24 - Game,-0.1867143612016221,0.9824142442580269,False
61,9/29/24,1:29:24 PM,3.0,3.0,Kinsey Norton,nortoki10,,Georgia tech,Jana Want,,Right,Middle tennessee state,,3.0,Top,2.0,1.0,1.0,Dropball,,BallCalled,,,,,,,63.20972142112682,4.859995060293713,1.7162863127793129,1097.5540466308591,25.42562466381201,6:45,1.4015314222633095,1.0372160533100752,7.252244614966039,-31.09099507,-4.730501554,-2.813837652,1.5259135233310808,0.8247909414611476,61.12113224087706,-5.126907831,-0.241643648,0.3862216356739834,,,,,,,,,,,,4.055294733060876,-7.956234588,-0.57445569,49.99999999999998,-0.24774962,-3.317392355,-95.04526617,13.829243614982058,3.620418829496675,17.83041121730502,-39.27708485,Georgia Tech,Middle Tennessee State,,,,4f8339ba-2f7c-4672-b65a-06ae10905ee1,2af60067-a0eb-4982-b0b5-a8c9f845d81d,63.26173794957383,1.396595101,1.038600273215606,4.955358637618123,1.6891453987988918,61.15328746519712,1.5298932139976036,0.8238427793578589,-5.038113212,-0.262757899,0.3861778293431524,-2.65900884,-5.971103187,-53.72876513,,649.3222858163199,-884.8759543,59.16084841648866,0.5343072788249318,-0.806225404,0.25400065,,,,,,,,,,,,,,,,,1.0,1.0,,,high,high,,,35.74775676103396,Caroline Patterson,,Georgia tech,2022-11,Game,9/29/24 - Game,0.4293390934288998,0.9031433678290787,False
62,9/29/24,1:29:43 PM,3.0,4.0,Kinsey Norton,nortoki10,,Georgia tech,Jana Want,,Right,Middle tennessee state,,3.0,Top,2.0,2.0,1.0,Dropball,,StrikeSwinging,,,,,,,63.09170832630491,5.167964837781246,1.4774914613515122,880.4317515980111,11.4508939972645,6:30,1.3663072443095317,0.7675218925800001,5.999999999999997,-34.98907964,-6.197795637,-1.566310411,1.4842774433257857,0.1127983413450729,60.559661972021686,-5.463596446,-0.644286848,0.4017835668354077,,,,,,,,,,,,2.2933948392133394,-9.454040766,-0.417001593,50.000000000000014,-0.187188704,-2.658477146,-94.59818399,13.97857356249533,2.027014282517233,17.74229255623655,-40.5299922,Georgia Tech,Middle Tennessee State,,,,4f8339ba-2f7c-4672-b65a-06ae10905ee1,ff5b42d9-43b0-4c73-bc44-31786a7695c5,63.14146381790622,1.3605471535924822,0.7689924988170236,5.2748932561535335,1.4497915709483995,60.58701844266987,1.488911952663904,0.1117141980001206,-5.363638684,-0.667711432,0.4017423149329473,-1.394292039,-7.61442732,-43.17537148,,642.0661307446721,-602.4210761,72.92628072298642,0.7147469880352502,-0.684233701,0.1447790906979321,,,,,,,,,,,,,,,,,1.0,0.0,,,high,high,,,37.00000137600001,Caroline Patterson,,Georgia tech,2022-11,Game,9/29/24 - Game,0.1985280056278774,0.9800952152629955,False
63,9/29/24,1:30:02 PM,3.0,5.0,Kinsey Norton,nortoki10,,Georgia tech,Jana Want,,Right,Middle tennessee state,,3.0,Top,2.0,2.0,2.0,Dropball,,BallCalled,,,,,,,65.70313079,6.026279409010033,-0.816617685,865.0185021294485,14.119212100476767,6:30,1.376722716300056,1.236412576539649,5.999999999999997,-34.54658453,-5.479445614,-1.686068261,1.6348614755519668,1.735986147449011,60.29374666,-5.39844327,1.552448143190064,0.3862044250301412,,,,,,,,,,,,1.3609221227879535,-8.115245506,-1.407604078,50.00000000000001,-0.335659204,1.191528253521624,-98.37817239,15.463622822349116,1.301803067652516,19.090091337468625,-39.93676526,Georgia Tech,Middle Tennessee State,,,,4f8339ba-2f7c-4672-b65a-06ae10905ee1,abc12ed9-2d71-4e65-b417-d3009bb2aea7,65.77027937190931,1.371061280922523,1.2381346279079708,6.123300006860518,-0.846771848,60.32470062,1.6393169554094282,1.7348530073525197,-5.302085385,1.5279082752496107,0.3861512061457928,-1.501022263,-6.883946632,-50.10694131,,554.7853944482514,-663.6792713,64.13566797502197,0.6219814696340386,-0.767242862,0.1564526832371607,,,,,,,,,,,,,,,,,1.0,0.0,,,high,high,,,37.00000137600001,Caroline Patterson,,Georgia tech,2022-11,Game,9/29/24 - Game,0.24394021014654774,0.9697902731382998,False
